attraction_name,district,category,review_text,sentiment
วัดธรรมศาลา,เมืองนครปฐม,ประวัติศาสตร์และวัฒนธรรม,บารมีหลวงพ่อน้อย เกจิผู้สร้างเหรียญหล่อโบราณอันดับหนึ่ง วัดสะอาด สบายใจ,positive
วัดธรรมศาลา,เมืองนครปฐม,ประวัติศาสตร์และวัฒนธรรม,พระอุโบสถเก่าแก่ทรงคุณค่า บรรยากาศร่มรื่นด้วยแมกไม้,positive
วัดตาก้อง,เมืองนครปฐม,ประวัติศาสตร์และวัฒนธรรม,วัดหลวงพ่อแช่ม เกจิสายพุทธาคมยอดนิยม รูปปั้นกุมารดูดรกและโบราณสถานงดงาม,positive
วัดตาก้อง,เมืองนครปฐม,ประวัติศาสตร์และวัฒนธรรม,วัดเงียบสงบ มีจุดกราบไหว้ทำบุญเป็นสัดส่วน,positive
วัดอ้อน้อย(ธรรมอิสระ),กำแพงแสน,ประวัติศาสตร์และวัฒนธรรม,วัดร่มรื่นด้วยต้นไม้เขียวขจี ศาลากลางน้ำเงียบสงบ เหมาะแก่การปฏิบัติธรรม,positive
วัดอ้อน้อย(ธรรมอิสระ),กำแพงแสน,ประวัติศาสตร์และวัฒนธรรม,มีโรงเจและศูนย์สุขภาพวิถีธรรมชาติ บรรยากาศสะอาดและเป็นระเบียบมาก,positive
วัดสระพัง,กำแพงแสน,ประวัติศาสตร์และวัฒนธรรม,หลวงพ่อดำพระพุทธรูปศักดิ์สิทธิ์กลางสระน้ำ บรรยากาศร่มรื่น สบายตา,positive
วัดสระพัง,กำแพงแสน,ประวัติศาสตร์และวัฒนธรรม,วัดในชนบทที่เงียบสงบ ชาวบ้านมีอัธยาศัยไมตรีดีมาก,positive
วัดกำแพงแสน,กำแพงแสน,ประวัติศาสตร์และวัฒนธรรม,วัดสำคัญคู่เมืองกำแพงแสน เจดีย์โบราณและพระอุโบสถสวยงาม,positive
วัดกำแพงแสน,กำแพงแสน,ประวัติศาสตร์และวัฒนธรรม,เดินทางสะดวก อยู่ใกล้ตัวอำเภอ บรรยากาศร่มรื่น,positive
วัดป่าปฐมโพธิญาณ,กำแพงแสน,ประวัติศาสตร์และวัฒนธรรม,วัดป่าสายกรรมฐานที่แท้จริง เน้นการภาวนา สงบเงียบ ท่ามกลางธรรมชาติ,positive
วัดป่าปฐมโพธิญาณ,กำแพงแสน,ประวัติศาสตร์และวัฒนธรรม,เหมาะแก่การมาถือศีลปฏิบัติธรรม จิตใจสงบ หลีกหนีความฟุ้งซ่าน,positive
วัดสุวรรณาราม,พุทธมณฑล,ประวัติศาสตร์และวัฒนธรรม,วัดริมคลองมหาสวัสดิ์ หลวงพ่อโตศักดิ์สิทธิ์มาก บรรยากาศริมน้ำร่มเย็น,positive
วัดสุวรรณาราม,พุทธมณฑล,ประวัติศาสตร์และวัฒนธรรม,มีตลาดชุมชนริมวัด ได้ทำบุญและอุดหนุนชาวสวนคลองมหาสวัสดิ์,positive
วัดลำพญา,บางเลน,ประวัติศาสตร์และวัฒนธรรม,วัดคู่กับตลาดน้ำลำพญา ไหว้หลวงพ่อมงคลมาลานิมิตแล้วลงไปเดินตลาดน้ำต่อ สะดวกมาก,positive
วัดลำพญา,บางเลน,ประวัติศาสตร์และวัฒนธรรม,ท่าน้ำวัดปลาชุมมาก ให้อาหารปลาเพลินๆ ลมแม่น้ำพัดเย็นสบาย,positive
วัดบางเลน,บางเลน,ประวัติศาสตร์และวัฒนธรรม,วัดเก่าแก่ประจำอำเภอบางเลน ริมแม่น้ำท่าจีน บรรยากาศสงบ สะอาด,positive
วัดบางเลน,บางเลน,ประวัติศาสตร์และวัฒนธรรม,พระอุโบสถสวยงาม ชุมชนรอบวัดเป็นกันเอง,positive
วัดบางภาษี,บางเลน,ประวัติศาสตร์และวัฒนธรรม,วัดโบราณติดริมน้ำ มีศาลาท่าน้ำกว้างขวาง เหมาะแก่การปล่อยนกปล่อยปลา,positive
วัดบางภาษี,บางเลน,ประวัติศาสตร์และวัฒนธรรม,สงบร่มเย็น มีเรื่องเล่าทางประวัติศาสตร์สมัยเก็บภาษีทางเรือ,positive
วัดบางหลวง,บางเลน,ประวัติศาสตร์และวัฒนธรรม,วัดคู่ตลาดบางหลวง ร.ศ.122 สถาปัตยกรรมผสมผสานไทย-จีน สวยคลาสสิก,positive
วัดบางหลวง,บางเลน,ประวัติศาสตร์และวัฒนธรรม,ทำบุญไหว้พระเสร็จเดินข้ามไปตลาดไม้ร้อยปีได้เลย สะดวกและได้บรรยากาศย้อนยุค,positive
วัดลำเหย,ดอนตูม,ประวัติศาสตร์และวัฒนธรรม,วัดหลวงปู่เวิน เกจิสายเมตตา วัดในชนบทที่สงบเงียบและเรียบง่าย,positive
วัดลำเหย,ดอนตูม,ประวัติศาสตร์และวัฒนธรรม,ชาวบ้านศรัทธา บรรยากาศร่มเย็นเป็นกันเอง,positive
วัดสระสี่เหลี่ยม,ดอนตูม,ประวัติศาสตร์และวัฒนธรรม,สระน้ำโบราณทรงสี่เหลี่ยมตามประวัติศาสตร์ วัดสะอาด เงียบสงบ,positive
วัดสระสี่เหลี่ยม,ดอนตูม,ประวัติศาสตร์และวัฒนธรรม,เหมาะแก่การแวะไหว้พระทำบุญตามเส้นทางดอนตูม,positive
โรงเจหัวถนน ศาลเจ้าเล่าตาแป๊ะกง,ดอนตูม,ประวัติศาสตร์และวัฒนธรรม,ศาลเจ้าเก่าแก่ของชุมชนชาวไทยเชื้อสายจีนในดอนตูม ศักดิ์สิทธิ์มาก,positive
โรงเจหัวถนน ศาลเจ้าเล่าตาแป๊ะกง,ดอนตูม,ประวัติศาสตร์และวัฒนธรรม,ช่วงเทศกาลกินเจคึกคักเป็นพิเศษ อาหารเจสะอาดและอร่อยมาก,positive
Koi Fish Thailand Farm (ฟาร์มปลาคาร์ป),สามพราน,นันทนาการและพักผ่อน,ฟาร์มปลาคาร์ปญี่ปุ่นเกรดพรีเมียม สวยงาม ละลานตา ได้ความรู้เรื่องการเลี้ยงปลา,positive
Koi Fish Thailand Farm (ฟาร์มปลาคาร์ป),สามพราน,นันทนาการและพักผ่อน,บรรยากาศสวนญี่ปุ่นร่มรื่น เพลินตากับปลาคาร์ปหลากสีสัน,positive
ตลาดสุขใจ Sookjai Farmer’s Market,สามพราน,นันทนาการและพักผ่อน,ตลาดเกษตรอินทรีย์แท้ ผักผลไม้ปลอดสารสดจากสวน สินค้าแปรรูปคุณภาพเยี่ยม,positive
ตลาดสุขใจ Sookjai Farmer’s Market,สามพราน,นันทนาการและพักผ่อน,บรรยากาศน่ารัก พ่อค้าแม่ค้าคือเกษตรกรตัวจริง คุยสนุก ได้สุขภาพดีกลับบ้าน,positive
ตลาดสุขใจ Sookjai Farmer’s Market,สามพราน,นันทนาการและพักผ่อน,เปิดเฉพาะเสาร์อาทิตย์ สินค้าบางอย่างหมดเร็ว แนะนำมาช่วงเช้า,neutral
สวนลุงตู่ พันธุ์ไม้,บางเลน,ธรรมชาติ,สวนไม้ดอกไม้ประดับและแคคตัส พันธุ์ไม้เยอะมาก ราคาชาวสวน คุยง่ายเป็นกันเอง,positive
สวนลุงตู่ พันธุ์ไม้,บางเลน,ธรรมชาติ,ได้ต้นไม้สวยๆ กลับบ้านในราคาเป็นมิตร คนรักต้นไม้ต้องถูกใจ,positive
ไชน่าทาวน์ ศาลายา,พุทธมณฑล,นันทนาการและพักผ่อน,จุดถ่ายรูปสไตล์เยาวราชจำลอง มีสตรีทฟู้ดและร้านอาหารจีนให้เลือกชิม,positive
ไชน่าทาวน์ ศาลายา,พุทธมณฑล,นันทนาการและพักผ่อน,แสงไฟยามค่ำคืนสวยงาม ถ่ายรูปปัง บรรยากาศคึกคัก,positive
ไชน่าทาวน์ ศาลายา,พุทธมณฑล,นันทนาการและพักผ่อน,ร้านค้าเปิดเป็นช่วงเวลา กลางวันจะค่อนข้างเงียบ ควรมาช่วงเย็นถึงค่ำ,neutral
ฟาร์มปลาคาฟบ้านแก้ว,บางเลน,นันทนาการและพักผ่อน,ฟาร์มปลาคาร์ปและสัตว์เลี้ยงน่ารัก บรรยากาศธรรมชาติริมทุ่งนา,positive
ฟาร์มปลาคาฟบ้านแก้ว,บางเลน,นันทนาการและพักผ่อน,เด็กๆ ชอบมาก ได้ให้อาหารปลาและถ่ายรูปเล่น ลมพัดเย็นสบาย,positive
The old house Bang Luang market,บางเลน,นันทนาการและพักผ่อน,บ้านโบราณริมน้ำดัดแปลงเป็นคาเฟ่และแกลเลอรี วิวย้อนยุคสุดคลาสสิก,positive
The old house Bang Luang market,บางเลน,นันทนาการและพักผ่อน,กาแฟดริปหอมละมุน นั่งมองสายน้ำท่าจีนไหลเอื่อยๆ ชิลมาก,positive
The old house Bang Luang market,บางเลน,นันทนาการและพักผ่อน,ที่นั่งมีจำกัด วันหยุดคนอาจจะแน่นและต้องรอคิวเครื่องดื่ม,neutral
